Time differences of all IDs

data structure: (cam 1, id 1), (cam 2, id 2), (time diff)
((2, 6), (22, 11), (419))
((2, 6), (22, 12), (496))
((2, 6), (22, 13), (516))
((2, 6), (22, 14), (526))
((2, 6), (22, 15), (598))
((2, 6), (22, 16), (607))
((2, 6), (22, 17), (610))
((2, 6), (22, 2), (142))
((2, 6), (22, 3), (150))
((2, 6), (22, 4), (258))
((2, 6), (22, 5), (275))
((2, 6), (22, 6), (277))
((2, 6), (22, 7), (284))
((2, 6), (22, 8), (283))
((2, 6), (22, 9), (293))
((2, 8), (12, 12), (269))
((2, 8), (12, 13), (292))
((2, 8), (12, 14), (334))
((2, 8), (12, 15), (350))
((2, 8), (12, 17), (369))
((2, 8), (12, 18), (420))
((2, 8), (12, 19), (455))
((2, 8), (12, 20), (508))
((2, 8), (12, 21), (525))
((2, 8), (12, 22), (540))
((2, 8), (12, 23), (590))
((2, 8), (12, 25), (633))
((2, 8), (12, 26), (644))
((2, 8), (12, 6), (98))
((2, 8), (12, 7), (122))
((2, 8), (12, 8), (123))
((2, 8), (12, 9), (182))
((2, 8), (13, 10), (225))
((2, 8), (13, 11), (164))
((2, 8), (13, 13), (188))
((2, 8), (13, 14), (188))
((2, 8), (13, 15), (199))
((2, 8), (13, 16), (213))
((2, 8), (13, 17), (328))
((2, 8), (13, 18), (339))
((2, 8), (13, 19), (373))
((2, 8), (13, 2), (32))
((2, 8), (13, 20), (447))
((2, 8), (13, 21), (462))
((2, 8), (13, 22), (501))
((2, 8), (13, 23), (518))
((2, 8), (13, 24), (509))
((2, 8), (13, 25), (530))
((2, 8), (13, 26), (531))
((2, 8), (13, 27), (590))
((2, 8), (13, 28), (604))
((2, 8), (13, 29), (604))
((2, 8), (13, 3), (70))
((2, 8), (13, 30), (614))
((2, 8), (13, 31), (616))
((2, 8), (13, 32), (650))
((2, 8), (13, 33), (638))
((2, 8), (13, 34), (639))
((2, 8), (13, 35), (651))
((2, 8), (13, 4), (72))
((2, 8), (13, 5), (78))
((2, 8), (13, 6), (94))
((2, 8), (13, 7), (94))
((2, 8), (13, 8), (98))
((2, 8), (13, 9), (140))
((2, 8), (22, 1), (123))
((2, 8), (22, 10), (375))
((2, 8), (22, 11), (420))
((2, 8), (22, 12), (497))
((2, 8), (22, 13), (517))
((2, 8), (22, 14), (527))
((2, 8), (22, 15), (599))
((2, 8), (22, 16), (608))
((2, 8), (22, 17), (611))
((2, 8), (22, 2), (143))
((2, 8), (22, 3), (151))
((2, 8), (22, 4), (259))
((2, 8), (22, 5), (276))
((2, 8), (22, 6), (278))
((2, 8), (22, 7), (285))
((2, 8), (22, 8), (284))
((2, 8), (22, 9), (294))
((20, 1), (21, 1 ), (16))
((20, 1), (21, 10 ), (151))
((20, 1), (21, 11 ), (169))
((20, 1), (21, 12 ), (190))
((20, 1), (21, 13 ), (244))
((20, 1), (21, 14 ), (191))
((20, 1), (21, 15 ), (298))
((20, 1), (21, 16 ), (295))
((20, 1), (21, 17 ), (311))
((20, 1), (21, 18 ), (315))
((20, 1), (21, 19 ), (317))
((20, 1), (21, 2 ), (17))
((20, 1), (21, 20 ), (317))
((20, 1), (21, 22 ), (355))
((20, 1), (21, 23 ), (415))
((20, 1), (21, 24 ), (442))
((20, 1), (21, 25 ), (442))
((20, 1), (21, 26 ), (436))
((20, 1), (21, 27 ), (465))
((20, 1), (21, 28 ), (476))
((20, 1), (21, 29 ), (475))
((20, 1), (21, 30 ), (480))
((20, 1), (21, 31 ), (491))
((20, 1), (21, 32 ), (508))
((20, 1), (21, 33 ), (512))
((20, 1), (21, 34 ), (524))
((20, 1), (21, 35 ), (550))
((20, 1), (21, 36 ), (554))
((20, 1), (21, 37 ), (597))
((20, 1), (21, 38 ), (102))
((20, 1), (21, 39 ), (125))
((20, 1), (21, 5 ), (57))
((20, 1), (21, 7 ), (83))
((20, 10), (21, 1 ), (273))
((20, 10), (21, 10 ), (138))
((20, 10), (21, 11 ), (120))
((20, 10), (21, 12 ), (99))
((20, 10), (21, 13 ), (45))
((20, 10), (21, 14 ), (98))
((20, 10), (21, 15 ), (9))
((20, 10), (21, 16 ), (6))
((20, 10), (21, 17 ), (22))
((20, 10), (21, 18 ), (26))
((20, 10), (21, 19 ), (28))
((20, 10), (21, 2 ), (272))
((20, 10), (21, 20 ), (28))
((20, 10), (21, 22 ), (66))
((20, 10), (21, 23 ), (126))
((20, 10), (21, 24 ), (153))
((20, 10), (21, 25 ), (153))
((20, 10), (21, 26 ), (147))
((20, 10), (21, 27 ), (176))
((20, 10), (21, 28 ), (187))
((20, 10), (21, 29 ), (186))
((20, 10), (21, 30 ), (191))
((20, 10), (21, 31 ), (202))
((20, 10), (21, 32 ), (219))
((20, 10), (21, 33 ), (223))
((20, 10), (21, 34 ), (235))
((20, 10), (21, 35 ), (261))
((20, 10), (21, 36 ), (265))
((20, 10), (21, 37 ), (308))
((20, 10), (21, 38 ), (187))
((20, 10), (21, 39 ), (164))
((20, 10), (21, 5 ), (232))
((20, 10), (21, 7 ), (206))
((20, 11), (21, 1 ), (365))
((20, 11), (21, 10 ), (230))
((20, 11), (21, 11 ), (212))
((20, 11), (21, 12 ), (191))
((20, 11), (21, 13 ), (137))
((20, 11), (21, 14 ), (190))
((20, 11), (21, 15 ), (83))
((20, 11), (21, 16 ), (86))
((20, 11), (21, 17 ), (70))
((20, 11), (21, 18 ), (66))
((20, 11), (21, 19 ), (64))
((20, 11), (21, 2 ), (364))
((20, 11), (21, 20 ), (64))
((20, 11), (21, 22 ), (26))
((20, 11), (21, 23 ), (34))
((20, 11), (21, 24 ), (61))
((20, 11), (21, 25 ), (61))
((20, 11), (21, 26 ), (55))
((20, 11), (21, 27 ), (84))
((20, 11), (21, 28 ), (95))
((20, 11), (21, 29 ), (94))
((20, 11), (21, 30 ), (99))
((20, 11), (21, 31 ), (110))
((20, 11), (21, 32 ), (127))
((20, 11), (21, 33 ), (131))
((20, 11), (21, 34 ), (143))
((20, 11), (21, 35 ), (169))
((20, 11), (21, 36 ), (173))
((20, 11), (21, 37 ), (216))
((20, 11), (21, 38 ), (279))
((20, 11), (21, 39 ), (256))
((20, 11), (21, 5 ), (324))
((20, 11), (21, 7 ), (298))
((20, 12), (21, 1 ), (445))
((20, 12), (21, 10 ), (310))
((20, 12), (21, 11 ), (292))
((20, 12), (21, 12 ), (271))
((20, 12), (21, 13 ), (217))
((20, 12), (21, 14 ), (270))
((20, 12), (21, 15 ), (163))
((20, 12), (21, 16 ), (166))
((20, 12), (21, 17 ), (150))
((20, 12), (21, 18 ), (146))
((20, 12), (21, 19 ), (144))
((20, 12), (21, 2 ), (444))
((20, 12), (21, 20 ), (144))
((20, 12), (21, 22 ), (106))
((20, 12), (21, 23 ), (46))
((20, 12), (21, 24 ), (19))
((20, 12), (21, 25 ), (19))
((20, 12), (21, 26 ), (25))
((20, 12), (21, 27 ), (4))
((20, 12), (21, 28 ), (15))
((20, 12), (21, 29 ), (14))
((20, 12), (21, 30 ), (19))
((20, 12), (21, 31 ), (30))
((20, 12), (21, 32 ), (47))
((20, 12), (21, 33 ), (51))
((20, 12), (21, 34 ), (63))
((20, 12), (21, 35 ), (89))
((20, 12), (21, 36 ), (93))
((20, 12), (21, 37 ), (136))
((20, 12), (21, 38 ), (359))
((20, 12), (21, 39 ), (336))
((20, 12), (21, 5 ), (404))
((20, 12), (21, 7 ), (378))
((20, 13), (21, 1 ), (445))
((20, 13), (21, 10 ), (310))
((20, 13), (21, 11 ), (292))
((20, 13), (21, 12 ), (271))
((20, 13), (21, 13 ), (217))
((20, 13), (21, 14 ), (270))
((20, 13), (21, 15 ), (163))
((20, 13), (21, 16 ), (166))
((20, 13), (21, 17 ), (150))
((20, 13), (21, 18 ), (146))
((20, 13), (21, 19 ), (144))
((20, 13), (21, 2 ), (444))
((20, 13), (21, 20 ), (144))
((20, 13), (21, 22 ), (106))
((20, 13), (21, 23 ), (46))
((20, 13), (21, 24 ), (19))
((20, 13), (21, 25 ), (19))
((20, 13), (21, 26 ), (25))
((20, 13), (21, 27 ), (4))
((20, 13), (21, 28 ), (15))
((20, 13), (21, 29 ), (14))
((20, 13), (21, 30 ), (19))
((20, 13), (21, 31 ), (30))
((20, 13), (21, 32 ), (47))
((20, 13), (21, 33 ), (51))
((20, 13), (21, 34 ), (63))
((20, 13), (21, 35 ), (89))
((20, 13), (21, 36 ), (93))
((20, 13), (21, 37 ), (136))
((20, 13), (21, 38 ), (359))
((20, 13), (21, 39 ), (336))
((20, 13), (21, 5 ), (404))
((20, 13), (21, 7 ), (378))
((20, 14), (21, 1 ), (445))
((20, 14), (21, 10 ), (310))
((20, 14), (21, 11 ), (292))
((20, 14), (21, 12 ), (271))
((20, 14), (21, 13 ), (217))
((20, 14), (21, 14 ), (270))
((20, 14), (21, 15 ), (163))
((20, 14), (21, 16 ), (166))
((20, 14), (21, 17 ), (150))
((20, 14), (21, 18 ), (146))
((20, 14), (21, 19 ), (144))
((20, 14), (21, 2 ), (444))
((20, 14), (21, 20 ), (144))
((20, 14), (21, 22 ), (106))
((20, 14), (21, 23 ), (46))
((20, 14), (21, 24 ), (19))
((20, 14), (21, 25 ), (19))
((20, 14), (21, 26 ), (25))
((20, 14), (21, 27 ), (4))
((20, 14), (21, 28 ), (15))
((20, 14), (21, 29 ), (14))
((20, 14), (21, 30 ), (19))
((20, 14), (21, 31 ), (30))
((20, 14), (21, 32 ), (47))
((20, 14), (21, 33 ), (51))
((20, 14), (21, 34 ), (63))
((20, 14), (21, 35 ), (89))
((20, 14), (21, 36 ), (93))
((20, 14), (21, 37 ), (136))
((20, 14), (21, 38 ), (359))
((20, 14), (21, 39 ), (336))
((20, 14), (21, 5 ), (404))
((20, 14), (21, 7 ), (378))
((20, 15), (21, 1 ), (455))
((20, 15), (21, 10 ), (320))
((20, 15), (21, 11 ), (302))
((20, 15), (21, 12 ), (281))
((20, 15), (21, 13 ), (227))
((20, 15), (21, 14 ), (280))
((20, 15), (21, 15 ), (173))
((20, 15), (21, 16 ), (176))
((20, 15), (21, 17 ), (160))
((20, 15), (21, 18 ), (156))
((20, 15), (21, 19 ), (154))
((20, 15), (21, 2 ), (454))
((20, 15), (21, 20 ), (154))
((20, 15), (21, 22 ), (116))
((20, 15), (21, 23 ), (56))
((20, 15), (21, 24 ), (29))
((20, 15), (21, 25 ), (29))
((20, 15), (21, 26 ), (35))
((20, 15), (21, 27 ), (6))
((20, 15), (21, 28 ), (5))
((20, 15), (21, 29 ), (4))
((20, 15), (21, 30 ), (9))
((20, 15), (21, 31 ), (20))
((20, 15), (21, 32 ), (37))
((20, 15), (21, 33 ), (41))
((20, 15), (21, 34 ), (53))
((20, 15), (21, 35 ), (79))
((20, 15), (21, 36 ), (83))
((20, 15), (21, 37 ), (126))
((20, 15), (21, 38 ), (369))
((20, 15), (21, 39 ), (346))
((20, 15), (21, 5 ), (414))
((20, 15), (21, 7 ), (388))
((20, 16), (21, 1 ), (478))
((20, 16), (21, 10 ), (343))
((20, 16), (21, 11 ), (325))
((20, 16), (21, 12 ), (304))
((20, 16), (21, 13 ), (250))
((20, 16), (21, 14 ), (303))
((20, 16), (21, 15 ), (196))
((20, 16), (21, 16 ), (199))
((20, 16), (21, 17 ), (183))
((20, 16), (21, 18 ), (179))
((20, 16), (21, 19 ), (177))
((20, 16), (21, 2 ), (477))
((20, 16), (21, 20 ), (177))
((20, 16), (21, 22 ), (139))
((20, 16), (21, 23 ), (79))
((20, 16), (21, 24 ), (52))
((20, 16), (21, 25 ), (52))
((20, 16), (21, 26 ), (58))
((20, 16), (21, 27 ), (29))
((20, 16), (21, 28 ), (18))
((20, 16), (21, 29 ), (19))
((20, 16), (21, 30 ), (14))
((20, 16), (21, 31 ), (3))
((20, 16), (21, 32 ), (14))
((20, 16), (21, 33 ), (18))
((20, 16), (21, 34 ), (30))
((20, 16), (21, 35 ), (56))
((20, 16), (21, 36 ), (60))
((20, 16), (21, 37 ), (103))
((20, 16), (21, 38 ), (392))
((20, 16), (21, 39 ), (369))
((20, 16), (21, 5 ), (437))
((20, 16), (21, 7 ), (411))
((20, 17), (21, 1 ), (483))
((20, 17), (21, 10 ), (348))
((20, 17), (21, 11 ), (330))
((20, 17), (21, 12 ), (309))
((20, 17), (21, 13 ), (255))
((20, 17), (21, 14 ), (308))
((20, 17), (21, 15 ), (201))
((20, 17), (21, 16 ), (204))
((20, 17), (21, 17 ), (188))
((20, 17), (21, 18 ), (184))
((20, 17), (21, 19 ), (182))
((20, 17), (21, 2 ), (482))
((20, 17), (21, 20 ), (182))
((20, 17), (21, 22 ), (144))
((20, 17), (21, 23 ), (84))
((20, 17), (21, 24 ), (57))
((20, 17), (21, 25 ), (57))
((20, 17), (21, 26 ), (63))
((20, 17), (21, 27 ), (34))
((20, 17), (21, 28 ), (23))
((20, 17), (21, 29 ), (24))
((20, 17), (21, 30 ), (19))
((20, 17), (21, 31 ), (8))
((20, 17), (21, 32 ), (9))
((20, 17), (21, 33 ), (13))
((20, 17), (21, 34 ), (25))
((20, 17), (21, 35 ), (51))
((20, 17), (21, 36 ), (55))
((20, 17), (21, 37 ), (98))
((20, 17), (21, 38 ), (397))
((20, 17), (21, 39 ), (374))
((20, 17), (21, 5 ), (442))
((20, 17), (21, 7 ), (416))
((20, 18), (21, 1 ), (554))
((20, 18), (21, 10 ), (419))
((20, 18), (21, 11 ), (401))
((20, 18), (21, 12 ), (380))
((20, 18), (21, 13 ), (326))
((20, 18), (21, 14 ), (379))
((20, 18), (21, 15 ), (272))
((20, 18), (21, 16 ), (275))
((20, 18), (21, 17 ), (259))
((20, 18), (21, 18 ), (255))
((20, 18), (21, 19 ), (253))
((20, 18), (21, 2 ), (553))
((20, 18), (21, 20 ), (253))
((20, 18), (21, 22 ), (215))
((20, 18), (21, 23 ), (155))
((20, 18), (21, 24 ), (128))
((20, 18), (21, 25 ), (128))
((20, 18), (21, 26 ), (134))
((20, 18), (21, 27 ), (105))
((20, 18), (21, 28 ), (94))
((20, 18), (21, 29 ), (95))
((20, 18), (21, 30 ), (90))
((20, 18), (21, 31 ), (79))
((20, 18), (21, 32 ), (62))
((20, 18), (21, 33 ), (58))
((20, 18), (21, 34 ), (46))
((20, 18), (21, 35 ), (20))
((20, 18), (21, 36 ), (16))
((20, 18), (21, 37 ), (27))
((20, 18), (21, 38 ), (468))
((20, 18), (21, 39 ), (445))
((20, 18), (21, 5 ), (513))
((20, 18), (21, 7 ), (487))
((20, 19), (21, 1 ), (511))
((20, 19), (21, 10 ), (376))
((20, 19), (21, 11 ), (358))
((20, 19), (21, 12 ), (337))
((20, 19), (21, 13 ), (283))
((20, 19), (21, 14 ), (336))
((20, 19), (21, 15 ), (229))
((20, 19), (21, 16 ), (232))
((20, 19), (21, 17 ), (216))
((20, 19), (21, 18 ), (212))
((20, 19), (21, 19 ), (210))
((20, 19), (21, 2 ), (510))
((20, 19), (21, 20 ), (210))
((20, 19), (21, 22 ), (172))
((20, 19), (21, 23 ), (112))
((20, 19), (21, 24 ), (85))
((20, 19), (21, 25 ), (85))
((20, 19), (21, 26 ), (91))
((20, 19), (21, 27 ), (62))
((20, 19), (21, 28 ), (51))
((20, 19), (21, 29 ), (52))
((20, 19), (21, 30 ), (47))
((20, 19), (21, 31 ), (36))
((20, 19), (21, 32 ), (19))
((20, 19), (21, 33 ), (15))
((20, 19), (21, 34 ), (3))
((20, 19), (21, 35 ), (23))
((20, 19), (21, 36 ), (27))
((20, 19), (21, 37 ), (70))
((20, 19), (21, 38 ), (425))
((20, 19), (21, 39 ), (402))
((20, 19), (21, 5 ), (470))
((20, 19), (21, 7 ), (444))
((20, 2), (21, 1 ), (12))
((20, 2), (21, 10 ), (123))
((20, 2), (21, 11 ), (141))
((20, 2), (21, 12 ), (162))
((20, 2), (21, 13 ), (216))
((20, 2), (21, 14 ), (163))
((20, 2), (21, 15 ), (270))
((20, 2), (21, 16 ), (267))
((20, 2), (21, 17 ), (283))
((20, 2), (21, 18 ), (287))
((20, 2), (21, 19 ), (289))
((20, 2), (21, 2 ), (11))
((20, 2), (21, 20 ), (289))
((20, 2), (21, 22 ), (327))
((20, 2), (21, 23 ), (387))
((20, 2), (21, 24 ), (414))
((20, 2), (21, 25 ), (414))
((20, 2), (21, 26 ), (408))
((20, 2), (21, 27 ), (437))
((20, 2), (21, 28 ), (448))
((20, 2), (21, 29 ), (447))
((20, 2), (21, 30 ), (452))
((20, 2), (21, 31 ), (463))
((20, 2), (21, 32 ), (480))
((20, 2), (21, 33 ), (484))
((20, 2), (21, 34 ), (496))
((20, 2), (21, 35 ), (522))
((20, 2), (21, 36 ), (526))
((20, 2), (21, 37 ), (569))
((20, 2), (21, 38 ), (74))
((20, 2), (21, 39 ), (97))
((20, 2), (21, 5 ), (29))
((20, 2), (21, 7 ), (55))
((20, 20), (21, 1 ), (513))
((20, 20), (21, 10 ), (378))
((20, 20), (21, 11 ), (360))
((20, 20), (21, 12 ), (339))
((20, 20), (21, 13 ), (285))
((20, 20), (21, 14 ), (338))
((20, 20), (21, 15 ), (231))
((20, 20), (21, 16 ), (234))
((20, 20), (21, 17 ), (218))
((20, 20), (21, 18 ), (214))
((20, 20), (21, 19 ), (212))
((20, 20), (21, 2 ), (512))
((20, 20), (21, 20 ), (212))
((20, 20), (21, 22 ), (174))
((20, 20), (21, 23 ), (114))
((20, 20), (21, 24 ), (87))
((20, 20), (21, 25 ), (87))
((20, 20), (21, 26 ), (93))
((20, 20), (21, 27 ), (64))
((20, 20), (21, 28 ), (53))
((20, 20), (21, 29 ), (54))
((20, 20), (21, 30 ), (49))
((20, 20), (21, 31 ), (38))
((20, 20), (21, 32 ), (21))
((20, 20), (21, 33 ), (17))
((20, 20), (21, 34 ), (5))
((20, 20), (21, 35 ), (21))
((20, 20), (21, 36 ), (25))
((20, 20), (21, 37 ), (68))
((20, 20), (21, 38 ), (427))
((20, 20), (21, 39 ), (404))
((20, 20), (21, 5 ), (472))
((20, 20), (21, 7 ), (446))
((20, 3), (21, 1 ), (38))
((20, 3), (21, 10 ), (97))
((20, 3), (21, 11 ), (115))
((20, 3), (21, 12 ), (136))
((20, 3), (21, 13 ), (190))
((20, 3), (21, 14 ), (137))
((20, 3), (21, 15 ), (244))
((20, 3), (21, 16 ), (241))
((20, 3), (21, 17 ), (257))
((20, 3), (21, 18 ), (261))
((20, 3), (21, 19 ), (263))
((20, 3), (21, 2 ), (37))
((20, 3), (21, 20 ), (263))
((20, 3), (21, 22 ), (301))
((20, 3), (21, 23 ), (361))
((20, 3), (21, 24 ), (388))
((20, 3), (21, 25 ), (388))
((20, 3), (21, 26 ), (382))
((20, 3), (21, 27 ), (411))
((20, 3), (21, 28 ), (422))
((20, 3), (21, 29 ), (421))
((20, 3), (21, 30 ), (426))
((20, 3), (21, 31 ), (437))
((20, 3), (21, 32 ), (454))
((20, 3), (21, 33 ), (458))
((20, 3), (21, 34 ), (470))
((20, 3), (21, 35 ), (496))
((20, 3), (21, 36 ), (500))
((20, 3), (21, 37 ), (543))
((20, 3), (21, 38 ), (48))
((20, 3), (21, 39 ), (71))
((20, 3), (21, 5 ), (3))
((20, 3), (21, 7 ), (29))
((20, 4), (21, 1 ), (126))
((20, 4), (21, 10 ), (9))
((20, 4), (21, 11 ), (27))
((20, 4), (21, 12 ), (48))
((20, 4), (21, 13 ), (102))
((20, 4), (21, 14 ), (49))
((20, 4), (21, 15 ), (156))
((20, 4), (21, 16 ), (153))
((20, 4), (21, 17 ), (169))
((20, 4), (21, 18 ), (173))
((20, 4), (21, 19 ), (175))
((20, 4), (21, 2 ), (125))
((20, 4), (21, 20 ), (175))
((20, 4), (21, 22 ), (213))
((20, 4), (21, 23 ), (273))
((20, 4), (21, 24 ), (300))
((20, 4), (21, 25 ), (300))
((20, 4), (21, 26 ), (294))
((20, 4), (21, 27 ), (323))
((20, 4), (21, 28 ), (334))
((20, 4), (21, 29 ), (333))
((20, 4), (21, 30 ), (338))
((20, 4), (21, 31 ), (349))
((20, 4), (21, 32 ), (366))
((20, 4), (21, 33 ), (370))
((20, 4), (21, 34 ), (382))
((20, 4), (21, 35 ), (408))
((20, 4), (21, 36 ), (412))
((20, 4), (21, 37 ), (455))
((20, 4), (21, 38 ), (40))
((20, 4), (21, 39 ), (17))
((20, 4), (21, 5 ), (85))
((20, 4), (21, 7 ), (59))
((20, 5), (21, 1 ), (155))
((20, 5), (21, 10 ), (20))
((20, 5), (21, 11 ), (2))
((20, 5), (21, 12 ), (19))
((20, 5), (21, 13 ), (73))
((20, 5), (21, 14 ), (20))
((20, 5), (21, 15 ), (127))
((20, 5), (21, 16 ), (124))
((20, 5), (21, 17 ), (140))
((20, 5), (21, 18 ), (144))
((20, 5), (21, 19 ), (146))
((20, 5), (21, 2 ), (154))
((20, 5), (21, 20 ), (146))
((20, 5), (21, 22 ), (184))
((20, 5), (21, 23 ), (244))
((20, 5), (21, 24 ), (271))
((20, 5), (21, 25 ), (271))
((20, 5), (21, 26 ), (265))
((20, 5), (21, 27 ), (294))
((20, 5), (21, 28 ), (305))
((20, 5), (21, 29 ), (304))
((20, 5), (21, 30 ), (309))
((20, 5), (21, 31 ), (320))
((20, 5), (21, 32 ), (337))
((20, 5), (21, 33 ), (341))
((20, 5), (21, 34 ), (353))
((20, 5), (21, 35 ), (379))
((20, 5), (21, 36 ), (383))
((20, 5), (21, 37 ), (426))
((20, 5), (21, 38 ), (69))
((20, 5), (21, 39 ), (46))
((20, 5), (21, 5 ), (114))
((20, 5), (21, 7 ), (88))
((20, 6), (21, 1 ), (184))
((20, 6), (21, 10 ), (49))
((20, 6), (21, 11 ), (31))
((20, 6), (21, 12 ), (10))
((20, 6), (21, 13 ), (44))
((20, 6), (21, 14 ), (9))
((20, 6), (21, 15 ), (98))
((20, 6), (21, 16 ), (95))
((20, 6), (21, 17 ), (111))
((20, 6), (21, 18 ), (115))
((20, 6), (21, 19 ), (117))
((20, 6), (21, 2 ), (183))
((20, 6), (21, 20 ), (117))
((20, 6), (21, 22 ), (155))
((20, 6), (21, 23 ), (215))
((20, 6), (21, 24 ), (242))
((20, 6), (21, 25 ), (242))
((20, 6), (21, 26 ), (236))
((20, 6), (21, 27 ), (265))
((20, 6), (21, 28 ), (276))
((20, 6), (21, 29 ), (275))
((20, 6), (21, 30 ), (280))
((20, 6), (21, 31 ), (291))
((20, 6), (21, 32 ), (308))
((20, 6), (21, 33 ), (312))
((20, 6), (21, 34 ), (324))
((20, 6), (21, 35 ), (350))
((20, 6), (21, 36 ), (354))
((20, 6), (21, 37 ), (397))
((20, 6), (21, 38 ), (98))
((20, 6), (21, 39 ), (75))
((20, 6), (21, 5 ), (143))
((20, 6), (21, 7 ), (117))
((20, 8), (21, 1 ), (272))
((20, 8), (21, 10 ), (137))
((20, 8), (21, 11 ), (119))
((20, 8), (21, 12 ), (98))
((20, 8), (21, 13 ), (44))
((20, 8), (21, 14 ), (97))
((20, 8), (21, 15 ), (10))
((20, 8), (21, 16 ), (7))
((20, 8), (21, 17 ), (23))
((20, 8), (21, 18 ), (27))
((20, 8), (21, 19 ), (29))
((20, 8), (21, 2 ), (271))
((20, 8), (21, 20 ), (29))
((20, 8), (21, 22 ), (67))
((20, 8), (21, 23 ), (127))
((20, 8), (21, 24 ), (154))
((20, 8), (21, 25 ), (154))
((20, 8), (21, 26 ), (148))
((20, 8), (21, 27 ), (177))
((20, 8), (21, 28 ), (188))
((20, 8), (21, 29 ), (187))
((20, 8), (21, 30 ), (192))
((20, 8), (21, 31 ), (203))
((20, 8), (21, 32 ), (220))
((20, 8), (21, 33 ), (224))
((20, 8), (21, 34 ), (236))
((20, 8), (21, 35 ), (262))
((20, 8), (21, 36 ), (266))
((20, 8), (21, 37 ), (309))
((20, 8), (21, 38 ), (186))
((20, 8), (21, 39 ), (163))
((20, 8), (21, 5 ), (231))
((20, 8), (21, 7 ), (205))
((20, 9), (21, 1 ), (273))
((20, 9), (21, 10 ), (138))
((20, 9), (21, 11 ), (120))
((20, 9), (21, 12 ), (99))
((20, 9), (21, 13 ), (45))
((20, 9), (21, 14 ), (98))
((20, 9), (21, 15 ), (9))
((20, 9), (21, 16 ), (6))
((20, 9), (21, 17 ), (22))
((20, 9), (21, 18 ), (26))
((20, 9), (21, 19 ), (28))
((20, 9), (21, 2 ), (272))
((20, 9), (21, 20 ), (28))
((20, 9), (21, 22 ), (66))
((20, 9), (21, 23 ), (126))
((20, 9), (21, 24 ), (153))
((20, 9), (21, 25 ), (153))
((20, 9), (21, 26 ), (147))
((20, 9), (21, 27 ), (176))
((20, 9), (21, 28 ), (187))
((20, 9), (21, 29 ), (186))
((20, 9), (21, 30 ), (191))
((20, 9), (21, 31 ), (202))
((20, 9), (21, 32 ), (219))
((20, 9), (21, 33 ), (223))
((20, 9), (21, 34 ), (235))
((20, 9), (21, 35 ), (261))
((20, 9), (21, 36 ), (265))
((20, 9), (21, 37 ), (308))
((20, 9), (21, 38 ), (187))
((20, 9), (21, 39 ), (164))
((20, 9), (21, 5 ), (232))
((20, 9), (21, 7 ), (206))
((21, 1), (11, 1 ), (43))
((21, 1), (11, 2 ), (83))
((21, 1), (11, 5 ), (269))
((21, 10), (11, 1 ), (178))
((21, 10), (11, 2 ), (52))
((21, 10), (11, 5 ), (134))
((21, 11), (11, 1 ), (196))
((21, 11), (11, 2 ), (70))
((21, 11), (11, 5 ), (116))
((21, 12), (11, 1 ), (217))
((21, 12), (11, 2 ), (91))
((21, 12), (11, 5 ), (95))
((21, 13), (11, 1 ), (271))
((21, 13), (11, 2 ), (145))
((21, 13), (11, 5 ), (41))
((21, 14), (11, 1 ), (218))
((21, 14), (11, 2 ), (92))
((21, 14), (11, 5 ), (94))
((21, 15), (11, 1 ), (325))
((21, 15), (11, 2 ), (199))
((21, 15), (11, 5 ), (13))
((21, 16), (11, 1 ), (322))
((21, 16), (11, 2 ), (196))
((21, 16), (11, 5 ), (10))
((21, 17), (11, 1 ), (338))
((21, 17), (11, 2 ), (212))
((21, 17), (11, 5 ), (26))
((21, 18), (11, 1 ), (342))
((21, 18), (11, 2 ), (216))
((21, 18), (11, 5 ), (30))
((21, 19), (11, 1 ), (344))
((21, 19), (11, 2 ), (218))
((21, 19), (11, 5 ), (32))
((21, 2), (11, 1 ), (44))
((21, 2), (11, 2 ), (82))
((21, 2), (11, 5 ), (268))
((21, 20), (11, 1 ), (344))
((21, 20), (11, 2 ), (218))
((21, 20), (11, 5 ), (32))
((21, 22), (11, 1 ), (382))
((21, 22), (11, 2 ), (256))
((21, 22), (11, 5 ), (70))
((21, 23), (11, 1 ), (442))
((21, 23), (11, 2 ), (316))
((21, 23), (11, 5 ), (130))
((21, 24), (11, 1 ), (469))
((21, 24), (11, 2 ), (343))
((21, 24), (11, 5 ), (157))
((21, 25), (11, 1 ), (469))
((21, 25), (11, 2 ), (343))
((21, 25), (11, 5 ), (157))
((21, 26), (11, 1 ), (463))
((21, 26), (11, 2 ), (337))
((21, 26), (11, 5 ), (151))
((21, 27), (11, 1 ), (492))
((21, 27), (11, 2 ), (366))
((21, 27), (11, 5 ), (180))
((21, 28), (11, 1 ), (503))
((21, 28), (11, 2 ), (377))
((21, 28), (11, 5 ), (191))
((21, 29), (11, 1 ), (502))
((21, 29), (11, 2 ), (376))
((21, 29), (11, 5 ), (190))
((21, 30), (11, 1 ), (507))
((21, 30), (11, 2 ), (381))
((21, 30), (11, 5 ), (195))
((21, 31), (11, 1 ), (518))
((21, 31), (11, 2 ), (392))
((21, 31), (11, 5 ), (206))
((21, 32), (11, 1 ), (535))
((21, 32), (11, 2 ), (409))
((21, 32), (11, 5 ), (223))
((21, 33), (11, 1 ), (539))
((21, 33), (11, 2 ), (413))
((21, 33), (11, 5 ), (227))
