Time differences of all IDs

data structure: (cam 1, id 1), (cam 2, id 2), (time diff)
((1, 46), (2, 11), (172))
((1, 46), (2, 19), (140))
((1, 46), (2, 2), (187))
((1, 46), (2, 20), (141))
((1, 46), (2, 24), (129))
((1, 46), (2, 26), (127))
((1, 46), (2, 28), (109))
((1, 46), (2, 30), (104))
((1, 46), (2, 31), (100))
((1, 46), (2, 32), (99))
((1, 46), (2, 33), (97))
((1, 46), (2, 39), (70))
((1, 46), (2, 44), (66))
((1, 46), (2, 45), (67))
((1, 46), (2, 48), (57))
((1, 46), (2, 49), (53))
((1, 46), (2, 50), (55))
((1, 46), (2, 52), (48))
((1, 46), (2, 53), (50))
((1, 46), (2, 6), (183))
((1, 46), (2, 8), (184))
((1, 47), (2, 1), (188))
((1, 47), (2, 11), (172))
((1, 47), (2, 19), (140))
((1, 47), (2, 2), (187))
((1, 47), (2, 20), (141))
((1, 47), (2, 24), (129))
((1, 47), (2, 26), (127))
((1, 47), (2, 28), (109))
((1, 47), (2, 30), (104))
((1, 47), (2, 31), (100))
((1, 47), (2, 32), (99))
((1, 47), (2, 33), (97))
((1, 47), (2, 39), (70))
((1, 47), (2, 44), (66))
((1, 47), (2, 45), (67))
((1, 47), (2, 48), (57))
((1, 47), (2, 49), (53))
((1, 47), (2, 50), (55))
((1, 47), (2, 52), (48))
((1, 47), (2, 53), (50))
((1, 47), (2, 6), (183))
((1, 47), (2, 8), (184))
((1, 48), (2, 1), (203))
((1, 48), (2, 11), (187))
((1, 48), (2, 19), (155))
((1, 48), (2, 2), (202))
((1, 48), (2, 20), (156))
((1, 48), (2, 24), (144))
((1, 48), (2, 26), (142))
((1, 48), (2, 28), (124))
((1, 48), (2, 30), (119))
((1, 48), (2, 31), (115))
((1, 48), (2, 32), (114))
((1, 48), (2, 33), (112))
((1, 48), (2, 39), (85))
((1, 48), (2, 44), (81))
((1, 48), (2, 45), (82))
((1, 48), (2, 48), (72))
((1, 48), (2, 49), (68))
((1, 48), (2, 50), (70))
((1, 48), (2, 52), (63))
((1, 48), (2, 53), (65))
((1, 48), (2, 6), (198))
((1, 48), (2, 8), (199))
((1, 49), (2, 1), (213))
((1, 49), (2, 11), (197))
((1, 49), (2, 19), (165))
((1, 49), (2, 2), (212))
((1, 49), (2, 20), (166))
((1, 49), (2, 24), (154))
((1, 49), (2, 26), (152))
((1, 49), (2, 28), (134))
((1, 49), (2, 30), (129))
((1, 49), (2, 31), (125))
((1, 49), (2, 32), (124))
((1, 49), (2, 33), (122))
((1, 49), (2, 39), (95))
((1, 49), (2, 44), (91))
((1, 49), (2, 45), (92))
((1, 49), (2, 48), (82))
((1, 49), (2, 49), (78))
((1, 49), (2, 50), (80))
((1, 49), (2, 52), (73))
((1, 49), (2, 53), (75))
((1, 49), (2, 6), (208))
((1, 49), (2, 8), (209))
((1, 5), (2, 1), (32))
((1, 5), (2, 11), (16))
((1, 5), (2, 19), (16))
((1, 5), (2, 2), (31))
((1, 5), (2, 20), (15))
((1, 5), (2, 24), (27))
((1, 5), (2, 26), (29))
((1, 5), (2, 28), (47))
((1, 5), (2, 30), (52))
((1, 5), (2, 31), (56))
((1, 5), (2, 32), (57))
((1, 5), (2, 33), (59))
((1, 5), (2, 39), (86))
((1, 5), (2, 44), (90))
((1, 5), (2, 45), (89))
((1, 5), (2, 48), (99))
((1, 5), (2, 49), (103))
((1, 5), (2, 50), (101))
((1, 5), (2, 52), (108))
((1, 5), (2, 53), (106))
((1, 5), (2, 6), (27))
((1, 5), (2, 8), (28))
((1, 50), (2, 1), (227))
((1, 50), (2, 11), (211))
((1, 50), (2, 19), (179))
((1, 50), (2, 2), (226))
((1, 50), (2, 20), (180))
((1, 50), (2, 24), (168))
((1, 50), (2, 26), (166))
((1, 50), (2, 28), (148))
((1, 50), (2, 30), (143))
((1, 50), (2, 31), (139))
((1, 50), (2, 32), (138))
((1, 50), (2, 33), (136))
((1, 50), (2, 39), (109))
((1, 50), (2, 44), (105))
((1, 50), (2, 45), (106))
((1, 50), (2, 48), (96))
((1, 50), (2, 49), (92))
((1, 50), (2, 50), (94))
((1, 50), (2, 52), (87))
((1, 50), (2, 53), (89))
((1, 50), (2, 6), (222))
((1, 50), (2, 8), (223))
((1, 51), (2, 1), (228))
((1, 51), (2, 11), (212))
((1, 51), (2, 19), (180))
((1, 51), (2, 2), (227))
((1, 51), (2, 20), (181))
((1, 51), (2, 24), (169))
((1, 51), (2, 26), (167))
((1, 51), (2, 28), (149))
((1, 51), (2, 30), (144))
((1, 51), (2, 31), (140))
((1, 51), (2, 32), (139))
((1, 51), (2, 33), (137))
((1, 51), (2, 39), (110))
((1, 51), (2, 44), (106))
((1, 51), (2, 45), (107))
((1, 51), (2, 48), (97))
((1, 51), (2, 49), (93))
((1, 51), (2, 50), (95))
((1, 51), (2, 52), (88))
((1, 51), (2, 53), (90))
((1, 51), (2, 6), (223))
((1, 51), (2, 8), (224))
((1, 52), (2, 1), (235))
((1, 52), (2, 11), (219))
((1, 52), (2, 19), (187))
((1, 52), (2, 2), (234))
((1, 52), (2, 20), (188))
((1, 52), (2, 24), (176))
((1, 52), (2, 26), (174))
((1, 52), (2, 28), (156))
((1, 52), (2, 30), (151))
((1, 52), (2, 31), (147))
((1, 52), (2, 32), (146))
((1, 52), (2, 33), (144))
((1, 52), (2, 39), (117))
((1, 52), (2, 44), (113))
((1, 52), (2, 45), (114))
((1, 52), (2, 48), (104))
((1, 52), (2, 49), (100))
((1, 52), (2, 50), (102))
((1, 52), (2, 52), (95))
((1, 52), (2, 53), (97))
((1, 52), (2, 6), (230))
((1, 52), (2, 8), (231))
((1, 53), (2, 1), (239))
((1, 53), (2, 11), (223))
((1, 53), (2, 19), (191))
((1, 53), (2, 2), (238))
((1, 53), (2, 20), (192))
((1, 53), (2, 24), (180))
((1, 53), (2, 26), (178))
((1, 53), (2, 28), (160))
((1, 53), (2, 30), (155))
((1, 53), (2, 31), (151))
((1, 53), (2, 32), (150))
((1, 53), (2, 33), (148))
((1, 53), (2, 39), (121))
((1, 53), (2, 44), (117))
((1, 53), (2, 45), (118))
((1, 53), (2, 48), (108))
((1, 53), (2, 49), (104))
((1, 53), (2, 50), (106))
((1, 53), (2, 52), (99))
((1, 53), (2, 53), (101))
((1, 53), (2, 6), (234))
((1, 53), (2, 8), (235))
((1, 54), (2, 1), (240))
((1, 54), (2, 11), (224))
((1, 54), (2, 19), (192))
((1, 54), (2, 2), (239))
((1, 54), (2, 20), (193))
((1, 54), (2, 24), (181))
((1, 54), (2, 26), (179))
((1, 54), (2, 28), (161))
((1, 54), (2, 30), (156))
((1, 54), (2, 31), (152))
((1, 54), (2, 32), (151))
((1, 54), (2, 33), (149))
((1, 54), (2, 39), (122))
((1, 54), (2, 44), (118))
((1, 54), (2, 45), (119))
((1, 54), (2, 48), (109))
((1, 54), (2, 49), (105))
((1, 54), (2, 50), (107))
((1, 54), (2, 52), (100))
((1, 54), (2, 53), (102))
((1, 54), (2, 6), (235))
((1, 54), (2, 8), (236))
((1, 55), (2, 1), (241))
((1, 55), (2, 11), (225))
((1, 55), (2, 19), (193))
((1, 55), (2, 2), (240))
((1, 55), (2, 20), (194))
((1, 55), (2, 24), (182))
((1, 55), (2, 26), (180))
((1, 55), (2, 28), (162))
((1, 55), (2, 30), (157))
((1, 55), (2, 31), (153))
((1, 55), (2, 32), (152))
((1, 55), (2, 33), (150))
((1, 55), (2, 39), (123))
((1, 55), (2, 44), (119))
((1, 55), (2, 45), (120))
((1, 55), (2, 48), (110))
((1, 55), (2, 49), (106))
((1, 55), (2, 50), (108))
((1, 55), (2, 52), (101))
((1, 55), (2, 53), (103))
((1, 55), (2, 6), (236))
((1, 55), (2, 8), (237))
((1, 56), (2, 1), (250))
((1, 56), (2, 11), (234))
((1, 56), (2, 19), (202))
((1, 56), (2, 2), (249))
((1, 56), (2, 20), (203))
((1, 56), (2, 24), (191))
((1, 56), (2, 26), (189))
((1, 56), (2, 28), (171))
((1, 56), (2, 30), (166))
((1, 56), (2, 31), (162))
((1, 56), (2, 32), (161))
((1, 56), (2, 33), (159))
((1, 56), (2, 39), (132))
((1, 56), (2, 44), (128))
((1, 56), (2, 45), (129))
((1, 56), (2, 48), (119))
((1, 56), (2, 49), (115))
((1, 56), (2, 50), (117))
((1, 56), (2, 52), (110))
((1, 56), (2, 53), (112))
((1, 56), (2, 6), (245))
((1, 56), (2, 8), (246))
((1, 57), (2, 1), (243))
((1, 57), (2, 11), (227))
((1, 57), (2, 19), (195))
((1, 57), (2, 2), (242))
((1, 57), (2, 20), (196))
((1, 57), (2, 24), (184))
((1, 57), (2, 26), (182))
((1, 57), (2, 28), (164))
((1, 57), (2, 30), (159))
((1, 57), (2, 31), (155))
((1, 57), (2, 32), (154))
((1, 57), (2, 33), (152))
((1, 57), (2, 39), (125))
((1, 57), (2, 44), (121))
((1, 57), (2, 45), (122))
((1, 57), (2, 48), (112))
((1, 57), (2, 49), (108))
((1, 57), (2, 50), (110))
((1, 57), (2, 52), (103))
((1, 57), (2, 53), (105))
((1, 57), (2, 6), (238))
((1, 57), (2, 8), (239))
((1, 58), (2, 1), (240))
((1, 58), (2, 11), (224))
((1, 58), (2, 19), (192))
((1, 58), (2, 2), (239))
((1, 58), (2, 20), (193))
((1, 58), (2, 24), (181))
((1, 58), (2, 26), (179))
((1, 58), (2, 28), (161))
((1, 58), (2, 30), (156))
((1, 58), (2, 31), (152))
((1, 58), (2, 32), (151))
((1, 58), (2, 33), (149))
((1, 58), (2, 39), (122))
((1, 58), (2, 44), (118))
((1, 58), (2, 45), (119))
((1, 58), (2, 48), (109))
((1, 58), (2, 49), (105))
((1, 58), (2, 50), (107))
((1, 58), (2, 52), (100))
((1, 58), (2, 53), (102))
((1, 58), (2, 6), (235))
((1, 58), (2, 8), (236))
((1, 59), (2, 1), (249))
((1, 59), (2, 11), (233))
((1, 59), (2, 19), (201))
((1, 59), (2, 2), (248))
((1, 59), (2, 20), (202))
((1, 59), (2, 24), (190))
((1, 59), (2, 26), (188))
((1, 59), (2, 28), (170))
((1, 59), (2, 30), (165))
((1, 59), (2, 31), (161))
((1, 59), (2, 32), (160))
((1, 59), (2, 33), (158))
((1, 59), (2, 39), (131))
((1, 59), (2, 44), (127))
((1, 59), (2, 45), (128))
((1, 59), (2, 48), (118))
((1, 59), (2, 49), (114))
((1, 59), (2, 50), (116))
((1, 59), (2, 52), (109))
((1, 59), (2, 53), (111))
((1, 59), (2, 6), (244))
((1, 59), (2, 8), (245))
((1, 6), (2, 1), (39))
((1, 6), (2, 11), (23))
((1, 6), (2, 19), (9))
((1, 6), (2, 2), (38))
((1, 6), (2, 20), (8))
((1, 6), (2, 24), (20))
((1, 6), (2, 26), (22))
((1, 6), (2, 28), (40))
((1, 6), (2, 30), (45))
((1, 6), (2, 31), (49))
((1, 6), (2, 32), (50))
((1, 6), (2, 33), (52))
((1, 6), (2, 39), (79))
((1, 6), (2, 44), (83))
((1, 6), (2, 45), (82))
((1, 6), (2, 48), (92))
((1, 6), (2, 49), (96))
((1, 6), (2, 50), (94))
((1, 6), (2, 52), (101))
((1, 6), (2, 53), (99))
((1, 6), (2, 6), (34))
((1, 6), (2, 8), (35))
((1, 60), (2, 1), (250))
((1, 60), (2, 11), (234))
((1, 60), (2, 19), (202))
((1, 60), (2, 2), (249))
((1, 60), (2, 20), (203))
((1, 60), (2, 24), (191))
((1, 60), (2, 26), (189))
((1, 60), (2, 28), (171))
((1, 60), (2, 30), (166))
((1, 60), (2, 31), (162))
((1, 60), (2, 32), (161))
((1, 60), (2, 33), (159))
((1, 60), (2, 39), (132))
((1, 60), (2, 44), (128))
((1, 60), (2, 45), (129))
((1, 60), (2, 48), (119))
((1, 60), (2, 49), (115))
((1, 60), (2, 50), (117))
((1, 60), (2, 52), (110))
((1, 60), (2, 53), (112))
((1, 60), (2, 6), (245))
((1, 60), (2, 8), (246))
((1, 61), (2, 1), (243))
((1, 61), (2, 11), (227))
((1, 61), (2, 19), (195))
((1, 61), (2, 2), (242))
((1, 61), (2, 20), (196))
((1, 61), (2, 24), (184))
((1, 61), (2, 26), (182))
((1, 61), (2, 28), (164))
((1, 61), (2, 30), (159))
((1, 61), (2, 31), (155))
((1, 61), (2, 32), (154))
((1, 61), (2, 33), (152))
((1, 61), (2, 39), (125))
((1, 61), (2, 44), (121))
((1, 61), (2, 45), (122))
((1, 61), (2, 48), (112))
((1, 61), (2, 49), (108))
((1, 61), (2, 50), (110))
((1, 61), (2, 52), (103))
((1, 61), (2, 53), (105))
((1, 61), (2, 6), (238))
((1, 61), (2, 8), (239))
((1, 62), (2, 1), (260))
((1, 62), (2, 11), (244))
((1, 62), (2, 19), (212))
((1, 62), (2, 2), (259))
((1, 62), (2, 20), (213))
((1, 62), (2, 24), (201))
((1, 62), (2, 26), (199))
((1, 62), (2, 28), (181))
((1, 62), (2, 30), (176))
((1, 62), (2, 31), (172))
((1, 62), (2, 32), (171))
((1, 62), (2, 33), (169))
((1, 62), (2, 39), (142))
((1, 62), (2, 44), (138))
((1, 62), (2, 45), (139))
((1, 62), (2, 48), (129))
((1, 62), (2, 49), (125))
((1, 62), (2, 50), (127))
((1, 62), (2, 52), (120))
((1, 62), (2, 53), (122))
((1, 62), (2, 6), (255))
((1, 62), (2, 8), (256))
((1, 64), (2, 1), (269))
((1, 64), (2, 11), (253))
((1, 64), (2, 19), (221))
((1, 64), (2, 2), (268))
((1, 64), (2, 20), (222))
((1, 64), (2, 24), (210))
((1, 64), (2, 26), (208))
((1, 64), (2, 28), (190))
((1, 64), (2, 30), (185))
((1, 64), (2, 31), (181))
((1, 64), (2, 32), (180))
((1, 64), (2, 33), (178))
((1, 64), (2, 39), (151))
((1, 64), (2, 44), (147))
((1, 64), (2, 45), (148))
((1, 64), (2, 48), (138))
((1, 64), (2, 49), (134))
((1, 64), (2, 50), (136))
((1, 64), (2, 52), (129))
((1, 64), (2, 53), (131))
((1, 64), (2, 6), (264))
((1, 64), (2, 8), (265))
((1, 65), (2, 1), (266))
((1, 65), (2, 11), (250))
((1, 65), (2, 19), (218))
((1, 65), (2, 2), (265))
((1, 65), (2, 20), (219))
((1, 65), (2, 24), (207))
((1, 65), (2, 26), (205))
((1, 65), (2, 28), (187))
((1, 65), (2, 30), (182))
((1, 65), (2, 31), (178))
((1, 65), (2, 32), (177))
((1, 65), (2, 33), (175))
((1, 65), (2, 39), (148))
((1, 65), (2, 44), (144))
((1, 65), (2, 45), (145))
((1, 65), (2, 48), (135))
((1, 65), (2, 49), (131))
((1, 65), (2, 50), (133))
((1, 65), (2, 52), (126))
((1, 65), (2, 53), (128))
((1, 65), (2, 6), (261))
((1, 65), (2, 8), (262))
((1, 66), (2, 1), (296))
((1, 66), (2, 11), (280))
((1, 66), (2, 19), (248))
((1, 66), (2, 2), (295))
((1, 66), (2, 20), (249))
((1, 66), (2, 24), (237))
((1, 66), (2, 26), (235))
((1, 66), (2, 28), (217))
((1, 66), (2, 30), (212))
((1, 66), (2, 31), (208))
((1, 66), (2, 32), (207))
((1, 66), (2, 33), (205))
((1, 66), (2, 39), (178))
((1, 66), (2, 44), (174))
((1, 66), (2, 45), (175))
((1, 66), (2, 48), (165))
((1, 66), (2, 49), (161))
((1, 66), (2, 50), (163))
((1, 66), (2, 52), (156))
((1, 66), (2, 53), (158))
((1, 66), (2, 6), (291))
((1, 66), (2, 8), (292))
((1, 67), (2, 1), (300))
((1, 67), (2, 11), (284))
((1, 67), (2, 19), (252))
((1, 67), (2, 2), (299))
((1, 67), (2, 20), (253))
((1, 67), (2, 24), (241))
((1, 67), (2, 26), (239))
((1, 67), (2, 28), (221))
((1, 67), (2, 30), (216))
((1, 67), (2, 31), (212))
((1, 67), (2, 32), (211))
((1, 67), (2, 33), (209))
((1, 67), (2, 39), (182))
((1, 67), (2, 44), (178))
((1, 67), (2, 45), (179))
((1, 67), (2, 48), (169))
((1, 67), (2, 49), (165))
((1, 67), (2, 50), (167))
((1, 67), (2, 52), (160))
((1, 67), (2, 53), (162))
((1, 67), (2, 6), (295))
((1, 67), (2, 8), (296))
((1, 68), (2, 1), (299))
((1, 68), (2, 11), (283))
((1, 68), (2, 19), (251))
((1, 68), (2, 2), (298))
((1, 68), (2, 20), (252))
((1, 68), (2, 24), (240))
((1, 68), (2, 26), (238))
((1, 68), (2, 28), (220))
((1, 68), (2, 30), (215))
((1, 68), (2, 31), (211))
((1, 68), (2, 32), (210))
((1, 68), (2, 33), (208))
((1, 68), (2, 39), (181))
((1, 68), (2, 44), (177))
((1, 68), (2, 45), (178))
((1, 68), (2, 48), (168))
((1, 68), (2, 49), (164))
((1, 68), (2, 50), (166))
((1, 68), (2, 52), (159))
((1, 68), (2, 53), (161))
((1, 68), (2, 6), (294))
((1, 68), (2, 8), (295))
((1, 7), (2, 1), (55))
((1, 7), (2, 11), (39))
((1, 7), (2, 19), (7))
((1, 7), (2, 2), (54))
((1, 7), (2, 20), (8))
((1, 7), (2, 24), (4))
((1, 7), (2, 26), (6))
((1, 7), (2, 28), (24))
((1, 7), (2, 30), (29))
((1, 7), (2, 31), (33))
((1, 7), (2, 32), (34))
((1, 7), (2, 33), (36))
((1, 7), (2, 39), (63))
((1, 7), (2, 44), (67))
((1, 7), (2, 45), (66))
((1, 7), (2, 48), (76))
((1, 7), (2, 49), (80))
((1, 7), (2, 50), (78))
((1, 7), (2, 52), (85))
((1, 7), (2, 53), (83))
((1, 7), (2, 6), (50))
((1, 7), (2, 8), (51))
((1, 70), (2, 1), (301))
((1, 70), (2, 11), (285))
((1, 70), (2, 19), (253))
((1, 70), (2, 2), (300))
((1, 70), (2, 20), (254))
((1, 70), (2, 24), (242))
((1, 70), (2, 26), (240))
((1, 70), (2, 28), (222))
((1, 70), (2, 30), (217))
((1, 70), (2, 31), (213))
((1, 70), (2, 32), (212))
((1, 70), (2, 33), (210))
((1, 70), (2, 39), (183))
((1, 70), (2, 44), (179))
((1, 70), (2, 45), (180))
((1, 70), (2, 48), (170))
((1, 70), (2, 49), (166))
((1, 70), (2, 50), (168))
((1, 70), (2, 52), (161))
((1, 70), (2, 53), (163))
((1, 70), (2, 6), (296))
((1, 70), (2, 8), (297))
((1, 71), (2, 1), (307))
((1, 71), (2, 11), (291))
((1, 71), (2, 19), (259))
((1, 71), (2, 2), (306))
((1, 71), (2, 20), (260))
((1, 71), (2, 24), (248))
((1, 71), (2, 26), (246))
((1, 71), (2, 28), (228))
((1, 71), (2, 30), (223))
((1, 71), (2, 31), (219))
((1, 71), (2, 32), (218))
((1, 71), (2, 33), (216))
((1, 71), (2, 39), (189))
((1, 71), (2, 44), (185))
((1, 71), (2, 45), (186))
((1, 71), (2, 48), (176))
((1, 71), (2, 49), (172))
((1, 71), (2, 50), (174))
((1, 71), (2, 52), (167))
((1, 71), (2, 53), (169))
((1, 71), (2, 6), (302))
((1, 71), (2, 8), (303))
((1, 72), (2, 1), (307))
((1, 72), (2, 11), (291))
((1, 72), (2, 19), (259))
((1, 72), (2, 2), (306))
((1, 72), (2, 20), (260))
((1, 72), (2, 24), (248))
((1, 72), (2, 26), (246))
((1, 72), (2, 28), (228))
((1, 72), (2, 30), (223))
((1, 72), (2, 31), (219))
((1, 72), (2, 32), (218))
((1, 72), (2, 33), (216))
((1, 72), (2, 39), (189))
((1, 72), (2, 44), (185))
((1, 72), (2, 45), (186))
((1, 72), (2, 48), (176))
((1, 72), (2, 49), (172))
((1, 72), (2, 50), (174))
((1, 72), (2, 52), (167))
((1, 72), (2, 53), (169))
((1, 72), (2, 6), (302))
((1, 72), (2, 8), (303))
((1, 73), (2, 1), (312))
((1, 73), (2, 11), (296))
((1, 73), (2, 19), (264))
((1, 73), (2, 2), (311))
((1, 73), (2, 20), (265))
((1, 73), (2, 24), (253))
((1, 73), (2, 26), (251))
((1, 73), (2, 28), (233))
((1, 73), (2, 30), (228))
((1, 73), (2, 31), (224))
((1, 73), (2, 32), (223))
((1, 73), (2, 33), (221))
((1, 73), (2, 39), (194))
((1, 73), (2, 44), (190))
((1, 73), (2, 45), (191))
((1, 73), (2, 48), (181))
((1, 73), (2, 49), (177))
((1, 73), (2, 50), (179))
((1, 73), (2, 52), (172))
((1, 73), (2, 53), (174))
((1, 73), (2, 6), (307))
((1, 73), (2, 8), (308))
((1, 74), (2, 1), (312))
((1, 74), (2, 11), (296))
((1, 74), (2, 19), (264))
((1, 74), (2, 2), (311))
((1, 74), (2, 20), (265))
((1, 74), (2, 24), (253))
((1, 74), (2, 26), (251))
((1, 74), (2, 28), (233))
((1, 74), (2, 30), (228))
((1, 74), (2, 31), (224))
((1, 74), (2, 32), (223))
((1, 74), (2, 33), (221))
((1, 74), (2, 39), (194))
((1, 74), (2, 44), (190))
((1, 74), (2, 45), (191))
((1, 74), (2, 48), (181))
((1, 74), (2, 49), (177))
((1, 74), (2, 50), (179))
((1, 74), (2, 52), (172))
((1, 74), (2, 53), (174))
((1, 74), (2, 6), (307))
((1, 74), (2, 8), (308))
((1, 75), (2, 1), (317))
((1, 75), (2, 11), (301))
((1, 75), (2, 19), (269))
((1, 75), (2, 2), (316))
((1, 75), (2, 20), (270))
((1, 75), (2, 24), (258))
((1, 75), (2, 26), (256))
((1, 75), (2, 28), (238))
((1, 75), (2, 30), (233))
((1, 75), (2, 31), (229))
((1, 75), (2, 32), (228))
((1, 75), (2, 33), (226))
((1, 75), (2, 39), (199))
((1, 75), (2, 44), (195))
((1, 75), (2, 45), (196))
((1, 75), (2, 48), (186))
((1, 75), (2, 49), (182))
((1, 75), (2, 50), (184))
((1, 75), (2, 52), (177))
((1, 75), (2, 53), (179))
((1, 75), (2, 6), (312))
((1, 75), (2, 8), (313))
((1, 76), (2, 1), (259))
((1, 76), (2, 11), (243))
((1, 76), (2, 19), (211))
((1, 76), (2, 2), (258))
((1, 76), (2, 20), (212))
((1, 76), (2, 24), (200))
((1, 76), (2, 26), (198))
((1, 76), (2, 28), (180))
((1, 76), (2, 30), (175))
((1, 76), (2, 31), (171))
((1, 76), (2, 32), (170))
((1, 76), (2, 33), (168))
((1, 76), (2, 39), (141))
((1, 76), (2, 44), (137))
((1, 76), (2, 45), (138))
((1, 76), (2, 48), (128))
((1, 76), (2, 49), (124))
((1, 76), (2, 50), (126))
((1, 76), (2, 52), (119))
((1, 76), (2, 53), (121))
((1, 76), (2, 6), (254))
((1, 76), (2, 8), (255))
((1, 8), (2, 1), (48))
((1, 8), (2, 11), (32))
((1, 8), (2, 19), (32))
((1, 8), (2, 2), (47))
((1, 8), (2, 20), (1))
((1, 8), (2, 24), (11))
((1, 8), (2, 26), (13))
((1, 8), (2, 28), (31))
((1, 8), (2, 30), (36))
((1, 8), (2, 31), (40))
((1, 8), (2, 32), (41))
((1, 8), (2, 33), (43))
((1, 8), (2, 39), (70))
((1, 8), (2, 44), (74))
((1, 8), (2, 45), (73))
((1, 8), (2, 48), (83))
((1, 8), (2, 49), (87))
((1, 8), (2, 50), (85))
((1, 8), (2, 52), (92))
((1, 8), (2, 53), (90))
((1, 8), (2, 6), (43))
((1, 8), (2, 8), (44))
((12, 12), (13, 10 ), (44))
((12, 12), (13, 11 ), (105))
((12, 12), (13, 13 ), (81))
((12, 12), (13, 14 ), (81))
((12, 12), (13, 15 ), (70))
((12, 12), (13, 16 ), (56))
((12, 12), (13, 17 ), (59))
((12, 12), (13, 18 ), (70))
((12, 12), (13, 19 ), (104))
((12, 12), (13, 2 ), (237))
((12, 12), (13, 20 ), (178))
((12, 12), (13, 21 ), (193))
((12, 12), (13, 22 ), (232))
((12, 12), (13, 23 ), (249))
((12, 12), (13, 24 ), (240))
((12, 12), (13, 25 ), (261))
((12, 12), (13, 26 ), (262))
((12, 12), (13, 27 ), (321))
((12, 12), (13, 28 ), (335))
((12, 12), (13, 29 ), (335))
((12, 12), (13, 3 ), (199))
((12, 12), (13, 30 ), (345))
((12, 12), (13, 31 ), (347))
((12, 12), (13, 32 ), (381))
((12, 12), (13, 33 ), (369))
((12, 12), (13, 34 ), (370))
((12, 12), (13, 35 ), (382))
((12, 12), (13, 4 ), (197))
((12, 12), (13, 5 ), (191))
((12, 12), (13, 6 ), (175))
((12, 12), (13, 7 ), (175))
((12, 12), (13, 8 ), (171))
((12, 12), (13, 9 ), (129))
((12, 12), (14, 10 ), (94))
((12, 12), (14, 17 ), (109))
((12, 12), (14, 18 ), (119))
((12, 12), (14, 19 ), (117))
((12, 12), (14, 20 ), (132))
((12, 12), (14, 22 ), (136))
((12, 12), (14, 24 ), (186))
((12, 12), (14, 25 ), (180))
((12, 12), (14, 26 ), (193))
((12, 12), (14, 29 ), (211))
((12, 12), (14, 3 ), (94))
((12, 12), (14, 31 ), (248))
((12, 12), (14, 32 ), (255))
((12, 12), (14, 33 ), (270))
((12, 12), (14, 38 ), (327))
((12, 12), (14, 42 ), (335))
((12, 12), (14, 46 ), (352))
((12, 12), (14, 47 ), (363))
((12, 12), (14, 49 ), (380))
((12, 12), (14, 9 ), (95))
((12, 13), (13, 10 ), (67))
((12, 13), (13, 11 ), (128))
((12, 13), (13, 13 ), (104))
((12, 13), (13, 14 ), (104))
((12, 13), (13, 15 ), (93))
((12, 13), (13, 16 ), (79))
((12, 13), (13, 17 ), (36))
((12, 13), (13, 18 ), (47))
((12, 13), (13, 19 ), (81))
((12, 13), (13, 2 ), (260))
((12, 13), (13, 20 ), (155))
((12, 13), (13, 21 ), (170))
((12, 13), (13, 22 ), (209))
((12, 13), (13, 23 ), (226))
((12, 13), (13, 24 ), (217))
((12, 13), (13, 25 ), (238))
((12, 13), (13, 26 ), (239))
((12, 13), (13, 27 ), (298))
((12, 13), (13, 28 ), (312))
((12, 13), (13, 29 ), (312))
((12, 13), (13, 3 ), (222))
((12, 13), (13, 30 ), (322))
((12, 13), (13, 31 ), (324))
((12, 13), (13, 32 ), (358))
((12, 13), (13, 33 ), (346))
((12, 13), (13, 34 ), (347))
((12, 13), (13, 35 ), (359))
((12, 13), (13, 4 ), (220))
((12, 13), (13, 5 ), (214))
((12, 13), (13, 6 ), (198))
((12, 13), (13, 7 ), (198))
((12, 13), (13, 8 ), (194))
((12, 13), (13, 9 ), (152))
((12, 13), (14, 10 ), (117))
((12, 13), (14, 17 ), (86))
((12, 13), (14, 18 ), (96))
((12, 13), (14, 19 ), (94))
((12, 13), (14, 20 ), (109))
((12, 13), (14, 22 ), (113))
((12, 13), (14, 24 ), (163))
((12, 13), (14, 25 ), (157))
((12, 13), (14, 26 ), (170))
((12, 13), (14, 29 ), (188))
((12, 13), (14, 3 ), (117))
((12, 13), (14, 31 ), (225))
((12, 13), (14, 32 ), (232))
((12, 13), (14, 33 ), (247))
((12, 13), (14, 38 ), (304))
((12, 13), (14, 42 ), (312))
((12, 13), (14, 46 ), (329))
((12, 13), (14, 47 ), (340))
((12, 13), (14, 49 ), (357))
((12, 13), (14, 9 ), (118))
((12, 14), (13, 10 ), (109))
((12, 14), (13, 11 ), (170))
((12, 14), (13, 13 ), (146))
((12, 14), (13, 14 ), (146))
((12, 14), (13, 15 ), (135))
((12, 14), (13, 16 ), (121))
((12, 14), (13, 17 ), (6))
((12, 14), (13, 18 ), (5))
((12, 14), (13, 19 ), (39))
((12, 14), (13, 2 ), (302))
((12, 14), (13, 20 ), (113))
((12, 14), (13, 21 ), (128))
((12, 14), (13, 22 ), (167))
((12, 14), (13, 23 ), (184))
((12, 14), (13, 24 ), (175))
((12, 14), (13, 25 ), (196))
((12, 14), (13, 26 ), (197))
((12, 14), (13, 27 ), (256))
((12, 14), (13, 28 ), (270))
((12, 14), (13, 29 ), (270))
((12, 14), (13, 3 ), (264))
((12, 14), (13, 30 ), (280))
((12, 14), (13, 31 ), (282))
((12, 14), (13, 32 ), (316))
((12, 14), (13, 33 ), (304))
